"wave","control_id","control_name","target_id","repository_name","current_decision","current_rationale","decision_owner","decision_source","human_decision","human_rationale","human_decision_owner","human_decision_source","assessment_proposal","assessment_confidence","assessment_evidence_paths","assessment_rationale"
"2D","EMS-CTRL-048","Environment Separation","REPO-001","bluto","REVIEW_REQUIRED","IaC/cloud applicability cannot be proven from repository metadata.","Engineering Management","POLICY_IAC_UNKNOWN","APPLICABLE","Repository content contains evidence relevant to this control: release-manifest.json; SHA256SUMS.txt; implementation/README.md; releases/BLUTO_ATE_AND_KEY_OWNERSHIP_v0.3.md; releases/BLUTO_IMPLEMENTATION_REVIEW_v0.1.md","Engineering Management","HUMAN_REPOSITORY_EVIDENCE_REVIEW","PROPOSE_APPLICABLE","HIGH","release-manifest.json;SHA256SUMS.txt;implementation/README.md;releases/BLUTO_ATE_AND_KEY_OWNERSHIP_v0.3.md;releases/BLUTO_IMPLEMENTATION_REVIEW_v0.1.md;releases/ENTERPRISE-RELEASE-CERTIFICATION.md;.github/workflows/wp001-validation.yml;.github/workflows/wp002-ci.yml;docs/00-authoritative/BLUTO_IDENTITY_SPINE_v0.1.md;docs/01-foundation-governance/CHANGE-CONTROL.md;docs/02-domain-model/DOMAIN-MODEL-OVERVIEW.md;docs/02-domain-model/TRACEABILITY-MATRIX.md;docs/03-architecture/ARCHITECTURAL-CONSTRAINTS.md;docs/03-architecture/ARCHITECTURE-TRACEABILITY.md;docs/03-architecture/ARCHITECTURE-VIEWS.md;docs/03-architecture/CROSS-CUTTING-CONCERNS.md;docs/03-architecture/DEPLOYMENT-ARCHITECTURE.md;docs/03-architecture/INTEGRATION-ARCHITECTURE.md;docs/03-architecture/QUALITY-ATTRIBUTE-SCENARIOS.md;docs/03-architecture/REPOSITORY-REFERENCE-ARCHITECTURE.md","Repository content contains evidence relevant to this control: release-manifest.json; SHA256SUMS.txt; implementation/README.md; releases/BLUTO_ATE_AND_KEY_OWNERSHIP_v0.3.md; releases/BLUTO_IMPLEMENTATION_REVIEW_v0.1.md"
"2D","EMS-CTRL-048","Environment Separation","REPO-002","fiskroad","REVIEW_REQUIRED","IaC/cloud applicability cannot be proven from repository metadata.","Engineering Management","POLICY_IAC_UNKNOWN","APPLICABLE","Repository content contains evidence relevant to this control: README.md; STATE.md; docs/AGENT_COORDINATION.md; docs/COMMERCIAL_COMPONENTS_TIMING_v0.1.md; docs/ORIENTATION.md","Engineering Management","HUMAN_REPOSITORY_EVIDENCE_REVIEW","PROPOSE_APPLICABLE","HIGH","README.md;STATE.md;docs/AGENT_COORDINATION.md;docs/COMMERCIAL_COMPONENTS_TIMING_v0.1.md;docs/ORIENTATION.md;specs/COMMERCIAL_COMPONENTS_TIMING_v0.1.md;specs/COMPONENT_GAP_ASSESSMENT_v0.1.md;specs/ECOSYSTEM_PORTFOLIO_AND_GAP_ANALYSIS_v0.1.md;specs/FISKROAD_ARCHITECTURE_EVALUATION_v0.1.md;specs/GLOSSARY.md;specs/POC_READINESS_INVENTORY.md;specs/PROGRAM_MAP_CORRECTIONS_v0.3.md;specs/PROGRAM_ROADMAP_REQUIREMENTS_v0.1.md;specs/PROGRAM_SHARED_VOCABULARY_v0.3.md;specs/REGULATED_DATA_CONTROLS_v0.1.md;specs/UNSTRUCTURED_RETRIEVAL_SCOPE_v0.1.md;workspace/bluto/.editorconfig;workspace/bluto/.gitattributes;workspace/bluto/.gitignore;workspace/bluto/Directory.Build.props","Repository content contains evidence relevant to this control: README.md; STATE.md; docs/AGENT_COORDINATION.md; docs/COMMERCIAL_COMPONENTS_TIMING_v0.1.md; docs/ORIENTATION.md"
"2D","EMS-CTRL-048","Environment Separation","REPO-003","hometown","REVIEW_REQUIRED","IaC/cloud applicability cannot be proven from repository metadata.","Engineering Management","POLICY_IAC_UNKNOWN","APPLICABLE","Repository content contains evidence relevant to this control: package-lock.json; package.json; cube/docker-compose.intrepid-sandbox.yml; cube/docker-compose.intrepid-smoke.yml; cube/docker-compose.yml","Engineering Management","HUMAN_REPOSITORY_EVIDENCE_REVIEW","PROPOSE_APPLICABLE","HIGH","package-lock.json;package.json;cube/docker-compose.intrepid-sandbox.yml;cube/docker-compose.intrepid-smoke.yml;cube/docker-compose.yml;cube/README.md;specs/EKG_DESIGN_REQUIREMENTS_v0.1.md;specs/EVAL_HARNESS_MINIMAL_v0.1.md;specs/HOMETOWN_CORRECTIONS_ATE_v0.3.md;specs/HOMETOWN_IMPLEMENTATION_REVIEW_v0.1.md;specs/IMPLEMENTATION_ROADMAP_NEW_REQUIREMENTS_20260801.md;specs/INTREPID_LOAN_ENGINE_INTEGRATION_NOTES_v0.1.md;specs/INTREPID_SANDBOX_SCHEMA_MAPPING_v0.1.md;specs/NEXUS_CRM_INTEGRATION_NOTES_v0.1.md;specs/NON_PROD_ENDPOINT_LIVE_VERIFICATION_RESPONSIBILITIES_v0.1.md;specs/POC_A_HOMETOWN_REGISTRATION.md;specs/RETRIEVAL_TIERING_AND_SOURCE_LOAD_v0.1.md;specs/ROADMAP.md;specs/SEMANTIC_PATH_DEGRADATION_v0.1.md;specs/STATE.md","Repository content contains evidence relevant to this control: package-lock.json; package.json; cube/docker-compose.intrepid-sandbox.yml; cube/docker-compose.intrepid-smoke.yml; cube/docker-compose.yml"
"2D","EMS-CTRL-048","Environment Separation","REPO-004","nono","REVIEW_REQUIRED","IaC/cloud applicability cannot be proven from repository metadata.","Engineering Management","POLICY_IAC_UNKNOWN","APPLICABLE","Repository content contains evidence relevant to this control: AGENTS.md; Cargo.toml; CHANGELOG.md; CLAUDE.md; cliff.toml","Engineering Management","HUMAN_REPOSITORY_EVIDENCE_REVIEW","PROPOSE_APPLICABLE","HIGH","AGENTS.md;Cargo.toml;CHANGELOG.md;CLAUDE.md;cliff.toml;Cross.toml;MANUAL_TEST_STEPS.md;nono_state.md;pr555-test-macos.log;pr555-test-ubuntu.log;README.md;.bg-shell/fix-remaining.py;.cargo/audit.toml;.claude/settings.local.json;.config/nextest.toml;.gsd/CODEBASE.md;.gsd/DECISIONS.md;.gsd/PROJECT.md;.planning/MILESTONES.md;.planning/NONO_WINDOWS_DESIGN_REVIEW_FUTURE_PHASE_v0.1.md","Repository content contains evidence relevant to this control: AGENTS.md; Cargo.toml; CHANGELOG.md; CLAUDE.md; cliff.toml"
"2D","EMS-CTRL-048","Environment Separation","REPO-005","olive","REVIEW_REQUIRED","IaC/cloud applicability cannot be proven from repository metadata.","Engineering Management","POLICY_IAC_UNKNOWN","APPLICABLE","Repository content contains evidence relevant to this control: specs/OLIVE_CHARTER_v0.4.md; src/Olive/Domain.cs; tests/Olive.Tests/RequirementsTests.cs","Engineering Management","HUMAN_REPOSITORY_EVIDENCE_REVIEW","PROPOSE_APPLICABLE","HIGH","specs/OLIVE_CHARTER_v0.4.md;src/Olive/Domain.cs;tests/Olive.Tests/RequirementsTests.cs","Repository content contains evidence relevant to this control: specs/OLIVE_CHARTER_v0.4.md; src/Olive/Domain.cs; tests/Olive.Tests/RequirementsTests.cs"
"2D","EMS-CTRL-048","Environment Separation","REPO-006","popeye","REVIEW_REQUIRED","IaC/cloud applicability cannot be proven from repository metadata.","Engineering Management","POLICY_IAC_UNKNOWN","APPLICABLE","Repository content contains evidence relevant to this control: README.md; STATE.md; config/litellm.azure.example.yaml; config/model-approval-registry.example.yaml; scripts/intune-baseurl-profile.ps1","Engineering Management","HUMAN_REPOSITORY_EVIDENCE_REVIEW","PROPOSE_APPLICABLE","HIGH","README.md;STATE.md;config/litellm.azure.example.yaml;config/model-approval-registry.example.yaml;scripts/intune-baseurl-profile.ps1;scripts/provision-desktop-keys.ps1;scripts/Read-EndpointDetections.ps1;scripts/Test-PopeyeVerificationPsql.ps1;scripts/Test-PopeyeVerificationVm.ps1;specs/ADR-002-gateway-config-delivery.md;specs/AI_USAGE_GOVERNANCE_ROADMAP_v0.2.md;specs/DATA_CLASS_ENFORCEMENT_IMPLEMENTATION_PROMPT_v0.1.md;specs/DATA_CLASS_ENFORCEMENT_IMPLEMENTATION_SPEC_v0.1.md;specs/ENDPOINT_DETECTION_CONTRACT_v0.1.md;specs/GATEWAY_INFRASTRUCTURE_PLAN_v0.1.md;specs/POPEYE_CORRECTIONS_v0.3.md;specs/POPEYE_IMPLEMENTATION_REVIEW_REMEDIATION_PROMPT_v0.1.md;specs/POPEYE_IMPLEMENTATION_REVIEW_REMEDIATION_SPEC_v0.1.md;specs/POPEYE_IMPLEMENTATION_REVIEW_v0.1.md;specs/POPEYE_NETWORK_VERIFICATION_PRIMER.md","Repository content contains evidence relevant to this control: README.md; STATE.md; config/litellm.azure.example.yaml; config/model-approval-registry.example.yaml; scripts/intune-baseurl-profile.ps1"
"2D","EMS-CTRL-061","Database Migration Review","REPO-001","bluto","REVIEW_REQUIRED","Database applicability cannot be proven from repository metadata.","Engineering Management","POLICY_DATABASE_UNKNOWN","APPLICABLE","Repository content contains evidence relevant to this control: README.md; release-manifest.json; SHA256SUMS.txt; implementation/README.md; releases/BLUTO_ATE_AND_KEY_OWNERSHIP_v0.3.md","Engineering Management","HUMAN_REPOSITORY_EVIDENCE_REVIEW","PROPOSE_APPLICABLE","HIGH","README.md;release-manifest.json;SHA256SUMS.txt;implementation/README.md;releases/BLUTO_ATE_AND_KEY_OWNERSHIP_v0.3.md;releases/BLUTO_IMPLEMENTATION_REVIEW_v0.1.md;.github/workflows/wp002-ci.yml;00-baseline/release/REPOSITORY-RELEASE-STANDARD.md;00-baseline/reviews/BASELINE-A-EVIDENCE-REVIEW.md;docs/00-authoritative/BLUTO_IDENTITY_SPINE_v0.1.md;docs/02-domain-model/UBIQUITOUS-LANGUAGE.md;docs/03-architecture/ARCHITECTURAL-CONSTRAINTS.md;docs/03-architecture/ARCHITECTURE-REVIEW.md;docs/03-architecture/ARCHITECTURE-TRACEABILITY.md;docs/03-architecture/ARCHITECTURE-VISION.md;docs/03-architecture/CROSS-CUTTING-CONCERNS.md;docs/03-architecture/DATA-ARCHITECTURE.md;docs/03-architecture/DEPLOYMENT-ARCHITECTURE.md;docs/03-architecture/INTEGRATION-ARCHITECTURE.md;docs/03-architecture/PHYSICAL-ARCHITECTURE.md","Repository content contains evidence relevant to this control: README.md; release-manifest.json; SHA256SUMS.txt; implementation/README.md; releases/BLUTO_ATE_AND_KEY_OWNERSHIP_v0.3.md"
"2D","EMS-CTRL-061","Database Migration Review","REPO-002","fiskroad","REVIEW_REQUIRED","Database applicability cannot be proven from repository metadata.","Engineering Management","POLICY_DATABASE_UNKNOWN","APPLICABLE","Repository content contains evidence relevant to this control: contracts/README.md; docs/AGENT_COORDINATION.md; specs/COMPONENT_GAP_ASSESSMENT_v0.1.md; specs/ECOSYSTEM_PORTFOLIO_AND_GAP_ANALYSIS_v0.1.md; specs/FISKROAD_ARCHITECTURE_EVALUATION_v0.1.md","Engineering Management","HUMAN_REPOSITORY_EVIDENCE_REVIEW","PROPOSE_APPLICABLE","HIGH","contracts/README.md;docs/AGENT_COORDINATION.md;specs/COMPONENT_GAP_ASSESSMENT_v0.1.md;specs/ECOSYSTEM_PORTFOLIO_AND_GAP_ANALYSIS_v0.1.md;specs/FISKROAD_ARCHITECTURE_EVALUATION_v0.1.md;specs/PROGRAM_ROADMAP_REQUIREMENTS_v0.1.md;specs/PROGRAM_SHARED_VOCABULARY_v0.3.md;specs/UNSTRUCTURED_RETRIEVAL_SCOPE_v0.1.md;workspace/bluto/README.md;workspace/bluto/release-manifest.json;workspace/bluto/SHA256SUMS.txt;workspace/hometown/package.json;workspace/bluto/implementation/README.md;workspace/bluto/.github/workflows/wp002-ci.yml;workspace/bluto/00-baseline/release/REPOSITORY-RELEASE-STANDARD.md;workspace/bluto/00-baseline/reviews/BASELINE-A-EVIDENCE-REVIEW.md;workspace/bluto/docs/00-authoritative/BLUTO_IDENTITY_SPINE_v0.1.md;workspace/bluto/docs/02-domain-model/UBIQUITOUS-LANGUAGE.md;workspace/bluto/docs/03-architecture/ARCHITECTURAL-CONSTRAINTS.md;workspace/bluto/docs/03-architecture/ARCHITECTURE-REVIEW.md","Repository content contains evidence relevant to this control: contracts/README.md; docs/AGENT_COORDINATION.md; specs/COMPONENT_GAP_ASSESSMENT_v0.1.md; specs/ECOSYSTEM_PORTFOLIO_AND_GAP_ANALYSIS_v0.1.md; specs/FISKROAD_ARCHITECTURE_EVALUATION_v0.1.md"
"2D","EMS-CTRL-061","Database Migration Review","REPO-003","hometown","REVIEW_REQUIRED","Database applicability cannot be proven from repository metadata.","Engineering Management","POLICY_DATABASE_UNKNOWN","APPLICABLE","Repository content contains evidence relevant to this control: package.json; cube/docker-compose.intrepid-sandbox.yml; cube/docker-compose.intrepid-smoke.yml; cube/README.md; specs/ANSWER_TRACE_ENVELOPE_v0.1.md","Engineering Management","HUMAN_REPOSITORY_EVIDENCE_REVIEW","PROPOSE_APPLICABLE","HIGH","package.json;cube/docker-compose.intrepid-sandbox.yml;cube/docker-compose.intrepid-smoke.yml;cube/README.md;specs/ANSWER_TRACE_ENVELOPE_v0.1.md;specs/EKG_DESIGN_REQUIREMENTS_v0.1.md;specs/HOMETOWN_CORRECTIONS_ATE_v0.3.md;specs/HOMETOWN_IMPLEMENTATION_REVIEW_v0.1.md;specs/IMPLEMENTATION_ROADMAP_NEW_REQUIREMENTS_20260801.md;specs/INTREPID_LOAN_ENGINE_INTEGRATION_NOTES_v0.1.md;specs/INTREPID_SANDBOX_SCHEMA_MAPPING_v0.1.md;specs/NEXUS_CRM_INTEGRATION_NOTES_v0.1.md;specs/POC_A_HOMETOWN_REGISTRATION.md;specs/README.md;specs/ROADMAP.md;specs/STATE.md;specs/TENANT_ISOLATION_DEFENSE_IN_DEPTH_v0.1.md;specs/WHY_CUBE_SEMANTIC_LAYER.md;sql/answer_trace_ddl.sql;sql/eval_harness_ddl.sql","Repository content contains evidence relevant to this control: package.json; cube/docker-compose.intrepid-sandbox.yml; cube/docker-compose.intrepid-smoke.yml; cube/README.md; specs/ANSWER_TRACE_ENVELOPE_v0.1.md"
"2D","EMS-CTRL-061","Database Migration Review","REPO-004","nono","REVIEW_REQUIRED","Database applicability cannot be proven from repository metadata.","Engineering Management","POLICY_DATABASE_UNKNOWN","APPLICABLE","Repository content contains evidence relevant to this control: CHANGELOG.md; CLAUDE.md; .bg-shell/fix-b4.py; .bg-shell/fix-remaining.py; .claude/settings.local.json","Engineering Management","HUMAN_REPOSITORY_EVIDENCE_REVIEW","PROPOSE_APPLICABLE","HIGH","CHANGELOG.md;CLAUDE.md;.bg-shell/fix-b4.py;.bg-shell/fix-remaining.py;.claude/settings.local.json;.gsd/CODEBASE.md;.gsd/DECISIONS.md;.gsd/PROJECT.md;.gsd/STATE.md;.planning/MILESTONES.md;.planning/PHASE-41-TRACKER.md;.planning/PROJECT.md;.planning/RETROSPECTIVE.md;.planning/ROADMAP.md;.planning/STATE.md;.tmp/upstream-cli.rs.txt;.tmp/upstream-package.rs.txt;.tmp/upstream-policy.rs.txt;.tmp/upstream-profile-mod.rs.txt;docs/docs.json","Repository content contains evidence relevant to this control: CHANGELOG.md; CLAUDE.md; .bg-shell/fix-b4.py; .bg-shell/fix-remaining.py; .claude/settings.local.json"
"2D","EMS-CTRL-061","Database Migration Review","REPO-005","olive","REVIEW_REQUIRED","Database applicability cannot be proven from repository metadata.","Engineering Management","POLICY_DATABASE_UNKNOWN","APPLICABLE","Repository content contains evidence relevant to this control: specs/OLIVE_CHARTER_v0.4.md; contracts/schemas/action-type.schema.json; contracts/schemas/execution-record.schema.json; contracts/schemas/proposal.schema.json; contracts/schemas/queue-item.schema.json","Engineering Management","HUMAN_REPOSITORY_EVIDENCE_REVIEW","PROPOSE_APPLICABLE","HIGH","specs/OLIVE_CHARTER_v0.4.md;contracts/schemas/action-type.schema.json;contracts/schemas/execution-record.schema.json;contracts/schemas/proposal.schema.json;contracts/schemas/queue-item.schema.json;db/migrations/V001__action_broker.sql;tests/Olive.Tests/RequirementsTests.cs","Repository content contains evidence relevant to this control: specs/OLIVE_CHARTER_v0.4.md; contracts/schemas/action-type.schema.json; contracts/schemas/execution-record.schema.json; contracts/schemas/proposal.schema.json; contracts/schemas/queue-item.schema.json"
"2D","EMS-CTRL-061","Database Migration Review","REPO-006","popeye","REVIEW_REQUIRED","Database applicability cannot be proven from repository metadata.","Engineering Management","POLICY_DATABASE_UNKNOWN","APPLICABLE","Repository content contains evidence relevant to this control: config/endpoint-detection.schema.json; scripts/Read-EndpointDetections.ps1; specs/AI_USAGE_GOVERNANCE_ROADMAP_v0.2.md; specs/DATA_CLASS_ENFORCEMENT_IMPLEMENTATION_SPEC_v0.1.md; specs/ENDPOINT_DETECTION_CONTRACT_v0.1.md","Engineering Management","HUMAN_REPOSITORY_EVIDENCE_REVIEW","PROPOSE_APPLICABLE","HIGH","config/endpoint-detection.schema.json;scripts/Read-EndpointDetections.ps1;specs/AI_USAGE_GOVERNANCE_ROADMAP_v0.2.md;specs/DATA_CLASS_ENFORCEMENT_IMPLEMENTATION_SPEC_v0.1.md;specs/ENDPOINT_DETECTION_CONTRACT_v0.1.md;specs/POPEYE_CORRECTIONS_v0.3.md;sql/ai_usage_grants.sql;.github/workflows/registry-conformance.yml;modules/gateway-observability-azure/main.tf","Repository content contains evidence relevant to this control: config/endpoint-detection.schema.json; scripts/Read-EndpointDetections.ps1; specs/AI_USAGE_GOVERNANCE_ROADMAP_v0.2.md; specs/DATA_CLASS_ENFORCEMENT_IMPLEMENTATION_SPEC_v0.1.md; specs/ENDPOINT_DETECTION_CONTRACT_v0.1.md"
"2D","EMS-CTRL-062","Schema Version Control","REPO-001","bluto","REVIEW_REQUIRED","Database applicability cannot be proven from repository metadata.","Engineering Management","POLICY_DATABASE_UNKNOWN","APPLICABLE","Repository content contains evidence relevant to this control: README.md; release-manifest.json; SHA256SUMS.txt; implementation/README.md; releases/BLUTO_ATE_AND_KEY_OWNERSHIP_v0.3.md","Engineering Management","HUMAN_REPOSITORY_EVIDENCE_REVIEW","PROPOSE_APPLICABLE","HIGH","README.md;release-manifest.json;SHA256SUMS.txt;implementation/README.md;releases/BLUTO_ATE_AND_KEY_OWNERSHIP_v0.3.md;releases/BLUTO_IMPLEMENTATION_REVIEW_v0.1.md;.github/workflows/wp002-ci.yml;00-baseline/release/REPOSITORY-RELEASE-STANDARD.md;00-baseline/reviews/BASELINE-A-EVIDENCE-REVIEW.md;docs/00-authoritative/BLUTO_IDENTITY_SPINE_v0.1.md;docs/02-domain-model/UBIQUITOUS-LANGUAGE.md;docs/03-architecture/ARCHITECTURAL-CONSTRAINTS.md;docs/03-architecture/ARCHITECTURE-REVIEW.md;docs/03-architecture/ARCHITECTURE-TRACEABILITY.md;docs/03-architecture/ARCHITECTURE-VISION.md;docs/03-architecture/CROSS-CUTTING-CONCERNS.md;docs/03-architecture/DATA-ARCHITECTURE.md;docs/03-architecture/DEPLOYMENT-ARCHITECTURE.md;docs/03-architecture/INTEGRATION-ARCHITECTURE.md;docs/03-architecture/PHYSICAL-ARCHITECTURE.md","Repository content contains evidence relevant to this control: README.md; release-manifest.json; SHA256SUMS.txt; implementation/README.md; releases/BLUTO_ATE_AND_KEY_OWNERSHIP_v0.3.md"
"2D","EMS-CTRL-062","Schema Version Control","REPO-002","fiskroad","REVIEW_REQUIRED","Database applicability cannot be proven from repository metadata.","Engineering Management","POLICY_DATABASE_UNKNOWN","APPLICABLE","Repository content contains evidence relevant to this control: contracts/README.md; docs/AGENT_COORDINATION.md; specs/COMPONENT_GAP_ASSESSMENT_v0.1.md; specs/ECOSYSTEM_PORTFOLIO_AND_GAP_ANALYSIS_v0.1.md; specs/FISKROAD_ARCHITECTURE_EVALUATION_v0.1.md","Engineering Management","HUMAN_REPOSITORY_EVIDENCE_REVIEW","PROPOSE_APPLICABLE","HIGH","contracts/README.md;docs/AGENT_COORDINATION.md;specs/COMPONENT_GAP_ASSESSMENT_v0.1.md;specs/ECOSYSTEM_PORTFOLIO_AND_GAP_ANALYSIS_v0.1.md;specs/FISKROAD_ARCHITECTURE_EVALUATION_v0.1.md;specs/PROGRAM_ROADMAP_REQUIREMENTS_v0.1.md;specs/PROGRAM_SHARED_VOCABULARY_v0.3.md;specs/UNSTRUCTURED_RETRIEVAL_SCOPE_v0.1.md;workspace/bluto/README.md;workspace/bluto/release-manifest.json;workspace/bluto/SHA256SUMS.txt;workspace/hometown/package.json;workspace/bluto/implementation/README.md;workspace/bluto/.github/workflows/wp002-ci.yml;workspace/bluto/00-baseline/release/REPOSITORY-RELEASE-STANDARD.md;workspace/bluto/00-baseline/reviews/BASELINE-A-EVIDENCE-REVIEW.md;workspace/bluto/docs/00-authoritative/BLUTO_IDENTITY_SPINE_v0.1.md;workspace/bluto/docs/02-domain-model/UBIQUITOUS-LANGUAGE.md;workspace/bluto/docs/03-architecture/ARCHITECTURAL-CONSTRAINTS.md;workspace/bluto/docs/03-architecture/ARCHITECTURE-REVIEW.md","Repository content contains evidence relevant to this control: contracts/README.md; docs/AGENT_COORDINATION.md; specs/COMPONENT_GAP_ASSESSMENT_v0.1.md; specs/ECOSYSTEM_PORTFOLIO_AND_GAP_ANALYSIS_v0.1.md; specs/FISKROAD_ARCHITECTURE_EVALUATION_v0.1.md"
"2D","EMS-CTRL-062","Schema Version Control","REPO-003","hometown","REVIEW_REQUIRED","Database applicability cannot be proven from repository metadata.","Engineering Management","POLICY_DATABASE_UNKNOWN","APPLICABLE","Repository content contains evidence relevant to this control: package.json; cube/docker-compose.intrepid-sandbox.yml; cube/docker-compose.intrepid-smoke.yml; cube/README.md; specs/ANSWER_TRACE_ENVELOPE_v0.1.md","Engineering Management","HUMAN_REPOSITORY_EVIDENCE_REVIEW","PROPOSE_APPLICABLE","HIGH","package.json;cube/docker-compose.intrepid-sandbox.yml;cube/docker-compose.intrepid-smoke.yml;cube/README.md;specs/ANSWER_TRACE_ENVELOPE_v0.1.md;specs/EKG_DESIGN_REQUIREMENTS_v0.1.md;specs/HOMETOWN_CORRECTIONS_ATE_v0.3.md;specs/HOMETOWN_IMPLEMENTATION_REVIEW_v0.1.md;specs/IMPLEMENTATION_ROADMAP_NEW_REQUIREMENTS_20260801.md;specs/INTREPID_LOAN_ENGINE_INTEGRATION_NOTES_v0.1.md;specs/INTREPID_SANDBOX_SCHEMA_MAPPING_v0.1.md;specs/NEXUS_CRM_INTEGRATION_NOTES_v0.1.md;specs/POC_A_HOMETOWN_REGISTRATION.md;specs/README.md;specs/ROADMAP.md;specs/STATE.md;specs/TENANT_ISOLATION_DEFENSE_IN_DEPTH_v0.1.md;specs/WHY_CUBE_SEMANTIC_LAYER.md;sql/answer_trace_ddl.sql;sql/eval_harness_ddl.sql","Repository content contains evidence relevant to this control: package.json; cube/docker-compose.intrepid-sandbox.yml; cube/docker-compose.intrepid-smoke.yml; cube/README.md; specs/ANSWER_TRACE_ENVELOPE_v0.1.md"
"2D","EMS-CTRL-062","Schema Version Control","REPO-004","nono","REVIEW_REQUIRED","Database applicability cannot be proven from repository metadata.","Engineering Management","POLICY_DATABASE_UNKNOWN","APPLICABLE","Repository content contains evidence relevant to this control: CHANGELOG.md; CLAUDE.md; .bg-shell/fix-b4.py; .bg-shell/fix-remaining.py; .claude/settings.local.json","Engineering Management","HUMAN_REPOSITORY_EVIDENCE_REVIEW","PROPOSE_APPLICABLE","HIGH","CHANGELOG.md;CLAUDE.md;.bg-shell/fix-b4.py;.bg-shell/fix-remaining.py;.claude/settings.local.json;.gsd/CODEBASE.md;.gsd/DECISIONS.md;.gsd/PROJECT.md;.gsd/STATE.md;.planning/MILESTONES.md;.planning/PHASE-41-TRACKER.md;.planning/PROJECT.md;.planning/RETROSPECTIVE.md;.planning/ROADMAP.md;.planning/STATE.md;.tmp/upstream-cli.rs.txt;.tmp/upstream-package.rs.txt;.tmp/upstream-policy.rs.txt;.tmp/upstream-profile-mod.rs.txt;docs/docs.json","Repository content contains evidence relevant to this control: CHANGELOG.md; CLAUDE.md; .bg-shell/fix-b4.py; .bg-shell/fix-remaining.py; .claude/settings.local.json"
"2D","EMS-CTRL-062","Schema Version Control","REPO-005","olive","REVIEW_REQUIRED","Database applicability cannot be proven from repository metadata.","Engineering Management","POLICY_DATABASE_UNKNOWN","APPLICABLE","Repository content contains evidence relevant to this control: specs/OLIVE_CHARTER_v0.4.md; contracts/schemas/action-type.schema.json; contracts/schemas/execution-record.schema.json; contracts/schemas/proposal.schema.json; contracts/schemas/queue-item.schema.json","Engineering Management","HUMAN_REPOSITORY_EVIDENCE_REVIEW","PROPOSE_APPLICABLE","HIGH","specs/OLIVE_CHARTER_v0.4.md;contracts/schemas/action-type.schema.json;contracts/schemas/execution-record.schema.json;contracts/schemas/proposal.schema.json;contracts/schemas/queue-item.schema.json;db/migrations/V001__action_broker.sql;tests/Olive.Tests/RequirementsTests.cs","Repository content contains evidence relevant to this control: specs/OLIVE_CHARTER_v0.4.md; contracts/schemas/action-type.schema.json; contracts/schemas/execution-record.schema.json; contracts/schemas/proposal.schema.json; contracts/schemas/queue-item.schema.json"
"2D","EMS-CTRL-062","Schema Version Control","REPO-006","popeye","REVIEW_REQUIRED","Database applicability cannot be proven from repository metadata.","Engineering Management","POLICY_DATABASE_UNKNOWN","APPLICABLE","Repository content contains evidence relevant to this control: config/endpoint-detection.schema.json; scripts/Read-EndpointDetections.ps1; specs/AI_USAGE_GOVERNANCE_ROADMAP_v0.2.md; specs/DATA_CLASS_ENFORCEMENT_IMPLEMENTATION_SPEC_v0.1.md; specs/ENDPOINT_DETECTION_CONTRACT_v0.1.md","Engineering Management","HUMAN_REPOSITORY_EVIDENCE_REVIEW","PROPOSE_APPLICABLE","HIGH","config/endpoint-detection.schema.json;scripts/Read-EndpointDetections.ps1;specs/AI_USAGE_GOVERNANCE_ROADMAP_v0.2.md;specs/DATA_CLASS_ENFORCEMENT_IMPLEMENTATION_SPEC_v0.1.md;specs/ENDPOINT_DETECTION_CONTRACT_v0.1.md;specs/POPEYE_CORRECTIONS_v0.3.md;sql/ai_usage_grants.sql;.github/workflows/registry-conformance.yml;modules/gateway-observability-azure/main.tf","Repository content contains evidence relevant to this control: config/endpoint-detection.schema.json; scripts/Read-EndpointDetections.ps1; specs/AI_USAGE_GOVERNANCE_ROADMAP_v0.2.md; specs/DATA_CLASS_ENFORCEMENT_IMPLEMENTATION_SPEC_v0.1.md; specs/ENDPOINT_DETECTION_CONTRACT_v0.1.md"
